,6000.000,99.448,,335.000,73.056,,335.000,3.211,,335.000,0.166,,6000.000,97.090,,6000.000,-32.222,,6000.000,-28.809,,335.000,-135.598,,335.000,-135.846,,670.000,0.277,,670.000,0.018,,3000.000,-39.664,,,,,670.000,1.144,,670.000,0.258,,670.000,0.018,,3000.000,-39.531,,,,,335.000,-95.123,,335.000,-95.817
,5600.000,92.432,,355.000,74.028,,355.000,3.349,,355.000,0.094,,5600.000,97.940,,5600.000,-27.663,,5600.000,-25.470,,355.000,-135.627,,355.000,-135.817,,710.000,0.244,,710.000,0.020,,2800.000,-39.365,,,,,710.000,1.158,,710.000,0.211,,710.000,0.025,,2800.000,-38.935,,,,,355.000,-95.152,,355.000,-95.788
,5300.000,100.998,,375.000,74.262,,375.000,3.224,,375.000,0.072,,5300.000,99.321,,5300.000,-26.820,,5300.000,-25.298,,375.000,-135.628,,375.000,-135.791,,750.000,0.164,,750.000,0.010,,2650.000,-38.220,,,,,750.000,1.154,,750.000,0.223,,750.000,0.020,,2650.000,-37.707,,,,,375.000,-95.153,,375.000,-95.763
,5000.000,98.627,,400.000,74.547,,400.000,3.098,,400.000,0.121,,5000.000,101.061,,5000.000,-29.203,,5000.000,-28.211,,400.000,-135.581,,400.000,-135.737,,800.000,0.214,,800.000,0.018,,2500.000,-37.683,,,,,800.000,1.127,,800.000,0.182,,800.000,0.018,,2500.000,-37.103,,,,,400.000,-95.106,,400.000,-95.709
,4750.000,103.786,,425.000,74.861,,425.000,3.050,,425.000,0.070,,4750.000,104.904,,4750.000,-34.258,,4750.000,-34.530,,425.000,-135.574,,425.000,-135.728,,850.000,0.191,,850.000,0.024,,2360.000,-38.635,,,,,850.000,1.091,,850.000,0.194,,850.000,0.017,,2360.000,-37.965,,,,,425.000,-95.099,,425.000,-95.700
,4500.000,108.364,,450.000,75.205,,450.000,3.044,,450.000,0.102,,4500.000,106.580,,4500.000,-35.028,,4500.000,-35.443,,450.000,-135.622,,450.000,-135.763,,900.000,0.101,,900.000,0.018,,2240.000,-40.168,,,,,900.000,1.045,,900.000,0.111,,900.000,0.022,,2240.000,-39.405,,,,,450.000,-95.147,,450.000,-95.735
,4250.000,103.190,,475.000,75.415,,475.000,3.013,,475.000,0.089,,4250.000,104.674,,4250.000,-27.525,,4250.000,-29.336,,475.000,-135.686,,475.000,-135.796,,950.000,0.097,,950.000,0.023,,2120.000,-40.911,,,,,950.000,0.981,,950.000,0.105,,950.000,0.015,,2120.000,-39.959,,,,,475.000,-95.211,,475.000,-95.768
,4000.000,98.469,,500.000,75.255,,500.000,2.861,,500.000,0.077,,4000.000,104.876,,4000.000,-23.701,,4000.000,-26.491,,500.000,-135.771,,500.000,-135.830,,1000.000,0.074,,1000.000,0.021,,2000.000,-41.119,,,,,1000.000,0.888,,1000.000,0.069,,1000.000,0.015,,2000.000,-39.822,,,,,500.000,-95.296,,500.000,-95.802
,3750.000,109.447,,530.000,74.505,,530.000,2.530,,530.000,0.075,,3750.000,109.171,,3750.000,-23.627,,3750.000,-26.135,,530.000,-135.931,,530.000,-135.901,,1060.000,0.080,,1060.000,0.027,,1900.000,-41.571,,,,,1060.000,0.771,,1060.000,0.067,,1060.000,0.024,,1900.000,-39.791,,,,,530.000,-95.456,,530.000,-95.872
,3550.000,111.685,,560.000,73.890,,560.000,2.258,,560.000,0.063,,3550.000,111.714,,3550.000,-26.884,,3550.000,-28.049,,560.000,-136.886,,560.000,-136.321,,1120.000,0.122,,1120.000,0.013,,1800.000,-42.013,,,,,1120.000,0.667,,1120.000,0.149,,1120.000,0.024,,1800.000,-40.046,,,,,560.000,-96.411,,560.000,-96.293
,3350.000,113.236,,600.000,71.597,,600.000,1.489,,600.000,0.078,,3350.000,113.406,,3350.000,-29.771,,3350.000,-33.127,,600.000,-137.505,,600.000,-136.820,,1180.000,0.067,,1180.000,0.023,,1700.000,-41.785,,,,,1180.000,0.558,,1180.000,0.057,,1180.000,0.018,,1700.000,-40.293,,,,,600.000,-97.030,,600.000,-96.792
,3150.000,114.879,,630.000,69.554,,630.000,1.412,,630.000,0.157,,3150.000,115.099,,3150.000,-29.045,,3150.000,-43.376,,630.000,-135.474,,630.000,-136.277,,1250.000,0.064,,1250.000,0.029,,1600.000,-41.424,,,,,1250.000,0.445,,1250.000,0.064,,1250.000,0.022,,1600.000,-40.537,,,,,630.000,-94.999,,630.000,-96.248
,3000.000,116.705,,670.000,70.562,,670.000,1.592,,670.000,0.034,,3000.000,116.838,,3000.000,-29.715,,3000.000,-28.428,,670.000,-133.531,,670.000,-135.577,,1320.000,0.076,,1320.000,0.017,,1500.000,-41.159,,,,,1320.000,0.418,,1320.000,0.083,,1320.000,0.017,,1500.000,-40.674,,,,,670.000,-93.056,,670.000,-95.549
,2800.000,118.370,,710.000,69.308,,710.000,1.218,,710.000,0.041,,2800.000,117.710,,2800.000,-21.684,,2800.000,-18.280,,710.000,-133.392,,710.000,-135.263,,1400.000,0.078,,1400.000,0.016,,1400.000,-40.910,,,,,1400.000,0.510,,1400.000,0.089,,1400.000,0.019,,1400.000,-40.595,,,,,710.000,-92.917,,710.000,-95.234
,2650.000,117.144,,750.000,68.502,,750.000,1.137,,750.000,0.044,,2650.000,117.416,,2650.000,-15.177,,2650.000,-13.136,,750.000,-133.714,,750.000,-134.053,,1500.000,0.070,,1500.000,0.016,,1320.000,-40.748,,,,,1500.000,0.676,,1500.000,0.080,,1500.000,0.016,,1320.000,-40.494,,,,,750.000,-93.239,,750.000,-94.025
