,560.000,106.130,,3550.000,60.414,,3550.000,0.257,,,,,560.000,106.389,,560.000,-29.381,,560.000,-29.768,,3550.000,-138.978,,3550.000,-138.642,,7100.000,0.139,,,,,280.000,-41.204,,,,,7100.000,1.936,,7100.000,0.082,,,,,280.000,-40.278,,,,,3550.000,-98.611,,3550.000,-98.450
,530.000,106.348,,3750.000,57.740,,3750.000,0.274,,,,,530.000,106.192,,530.000,-29.582,,530.000,-29.673,,3750.000,-132.914,,3750.000,-134.332,,7500.000,0.109,,,,,265.000,-41.137,,,,,7500.000,1.141,,7500.000,0.093,,,,,265.000,-40.128,,,,,3750.000,-92.547,,3750.000,-94.140
,500.000,105.930,,4000.000,52.930,,4000.000,0.756,,,,,500.000,105.966,,500.000,-30.092,,500.000,-30.046,,4000.000,-128.134,,4000.000,-130.347,,8000.000,0.113,,,,,250.000,-41.186,,,,,8000.000,-0.329,,8000.000,0.072,,,,,250.000,-40.121,,,,,4000.000,-87.767,,4000.000,-90.155
,475.000,105.628,,4250.000,50.587,,4250.000,0.234,,,,,475.000,105.633,,475.000,-30.217,,475.000,-30.272,,4250.000,-131.753,,4250.000,-133.871,,8500.000,0.093,,,,,236.000,-41.350,,,,,8500.000,-0.171,,8500.000,0.082,,,,,236.000,-40.219,,,,,4250.000,-91.386,,4250.000,-93.679
,450.000,105.327,,4500.000,52.365,,4500.000,0.167,,,,,450.000,105.320,,450.000,-30.449,,450.000,-30.537,,4500.000,-140.684,,4500.000,-142.863,,9000.000,0.172,,,,,224.000,-41.555,,,,,9000.000,0.504,,9000.000,0.066,,,,,224.000,-40.345,,,,,4500.000,-100.317,,4500.000,-102.671
,425.000,104.974,,4750.000,54.520,,4750.000,0.306,,,,,425.000,104.961,,425.000,-30.752,,425.000,-30.851,,4750.000,-140.686,,4750.000,-141.075,,9500.000,0.097,,,,,212.000,-41.689,,,,,9500.000,0.684,,9500.000,0.088,,,,,212.000,-40.515,,,,,4750.000,-100.319,,4750.000,-100.883
,400.000,104.532,,5000.000,52.546,,5000.000,0.453,,,,,400.000,104.504,,400.000,-31.215,,400.000,-31.308,,5000.000,-131.264,,5000.000,-129.998,,10000.000,0.041,,,,,200.000,-41.669,,,,,10000.000,0.665,,10000.000,0.044,,,,,200.000,-40.752,,,,,5000.000,-90.897,,5000.000,-89.806
,375.000,103.912,,5300.000,56.078,,5300.000,0.595,,,,,375.000,103.950,,375.000,-31.820,,375.000,-31.906,,5300.000,-126.455,,5300.000,-124.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.000,-86.087,,5300.000,-84.662
,355.000,103.365,,5600.000,55.601,,5600.000,0.855,,,,,355.000,103.373,,355.000,-32.402,,355.000,-32.500,,5600.000,-126.529,,5600.000,-124.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.000,-86.162,,5600.000,-84.447
,335.000,102.777,,6000.000,36.992,,6000.000,0.078,,,,,335.000,102.759,,335.000,-32.996,,335.000,-33.136,,6000.000,-130.319,,6000.000,-128.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.000,-89.951,,6000.000,-88.585
,315.000,102.014,,6300.000,60.060,,6300.000,1.262,,,,,315.000,102.050,,315.000,-33.741,,315.000,-33.944,,6300.000,-134.678,,6300.000,-136.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300.000,-94.311,,6300.000,-96.790
